timetweet,isitweet,favcount,retwcount,id,name
2022-11-29 10:11:23,"b'Sebuah akun TikTok membuat kehebohan karena memprediksi juara Piala Dunia 2022. Tidak tanggung-tanggung, akun tersebut berani menyebut kalau Timnas Brasil yang akan keluar sebagai kampiun.\n\nhttps://t.co/ohiA2xIqVX'",0,0,1597533676983947266,indozonemedia
2022-11-29 10:11:12,b'Skenario Pertandingan Ekuador vs Senegal Lengkap dengan Prediksi Skor di Piala Dunia Qatar 2022 https://t.co/n147Miw2pa https://t.co/1CF6RRYH5d',0,1,1597533629114351616,pikiran_rakyat
2022-11-29 10:11:11,b'Skenario Pertandingan Ekuador vs Senegal Lengkap dengan Prediksi Skor di Piala Dunia Qatar 2022 https://t.co/y97LziPLfz',0,0,1597533625691836416,PRDepok
2022-11-29 10:11:10,"b'Iran vs Amerika Serikat di Piala Dunia 2022, Laga Hidup dan Mati yang Sarat Isu Politik https://t.co/EAhuLWew9V https://t.co/DmWvQzRc5m'",0,2,1597533618376933376,hypeabisid
2022-11-29 10:11:09,"b'Perlawanan kumpulan B Piala Dunia   esok memang mantap.\n\nMusuh lwn musuh (Iran lwn AS)\nJiran lwn jiran (England lwn Wales)\nNegara penjajah lwn negara yang dia jajah (Perancis lwn Tunisia)\n\nSatu lagi, Australia lwn Denmark https://t.co/UoYkDyiiU7'",2,0,1597533615595790338,dkamrl
2022-11-29 10:11:08,"b'Viral! Jeniver Challita, Fans Cantik Arab Saudi di Piala Dunia 2022 Sihir Netizen Indonesia, Mirip Nia Ramadhani https://t.co/KLVc465AUF'",8,1,1597533611074686976,Bolanet
2022-11-29 10:11:07,"b'Jadwal Piala Dunia 2022 Qatar\n\nRabu, 30 November 2022\n\n#galerisepakbola #pialadunia #qatar2022 #galerisepakbola #WorldCup2022 #WorldcupQatar2022 https://t.co/XLdKL02G7N'",0,0,1597533609719496704,galeri_bola_
2022-11-29 10:11:05,b'WILD WEST GOLD \nKOLABORASI WILD5X DENGAN PINTAR BOLA\nPISTOL PISTOLAN BERSAMA KOBOI GACOR BOSKU ^^\nHANYA DI PINTAR BOLA!!\n\nSegera login dan bermain di Pintar Bola \nTonton juga piala dunia bersama dengan Pintar Bola \nBO PALING GACOR!\n\nLINK SUPER GACOR :\nhttps://t.co/PaGiIFv7IH https://t.co/IWxERVtaDn',0,0,1597533598911168513,Pintar_Bola
2022-11-29 10:10:56,b'RT @panditfootball: Pertandingan Iran vs Amerika Serikat jadi menarik bukan hanya karena menentukan siapa yang akan lolos ke babak 16 besar\xe2\x80\xa6',0,20,1597533562676609024,79Muhammad
2022-11-29 10:10:53,"b'Salah satu keindahan Piala Dunia di Qatar adalah mereka membuat tempat sholat di Stadion dari kaca di semua sisi, sehingga non-Muslim dapat melihat orang sholat https://t.co/XmCQvTRwjO'",0,0,1597533548491132928,FaisalA55496673
2022-11-29 10:10:51,b'READY VIDIO PIALA DUNIA\n3 bulan all device\nsharing 2u : 53k\nprivate : 95k\nakun ready tinggal copas lalu pake. private bisa req email no fee. bisa dm @klitteu or wa https://t.co/j5fYZb9S4K yak\n\nt. fifa world cup #zonaba #zonauang #zonajajan https://t.co/ORQk6rY6sy',0,0,1597533538735501313,128O8
2022-11-29 10:10:41,b'Gol ke-1955 di Piala Dunia adalah Radhi Ja\xc3\xafdi (Tunisia vs Arab Saudi)',0,0,1597533497480314880,rezakaisar3
2022-11-29 10:10:34,b'@cloihyunsuk real madrid ikut gak bang di piala dunia?',0,0,1597533468413800448,Yoshiy
2022-11-29 10:10:23,b'Hampa juga ya ga ada pertandingan Piala Dunia jam segini \xf0\x9f\xa5\xb2',32,5,1597533424692039680,Fandom_ID
2022-11-29 10:10:23,b'Gol ke-1954 di Piala Dunia adalah Sami Al-Jaber (Tunisia vs Arab Saudi)',0,0,1597533423014641664,rezakaisar3
2022-11-29 10:10:21,"b'RT @DoraemonHariIni: Menggunakan mesin waktu supaya lebih nyaman menonton perhelatan Piala Dunia. \xe2\x9a\xbd\xef\xb8\x8f\n\n(Vol. 30, 1984/#DoraemonHariIni Janua\xe2\x80\xa6'",0,30,1597533415192289281,JeA_44_
2022-11-29 10:10:15,b'Lebih dari  Piala  dunia...Sampahnya https://t.co/XZjFerioVT',1,0,1597533388067729409,abadrana101
2022-11-29 10:10:10,b'RT @detikcom: Muncul kabar mengejutkan dari Timnas Iran di Piala Dunia 2022. Keluarga para pemainnya diancam penjara. Lho kenapa?   https:/\xe2\x80\xa6',0,3,1597533370258403328,kisbet_
2022-11-29 10:10:09,b'Gol ke-1953 di Piala Dunia adalah Yasser Al-Qahtani (Tunisia vs Arab Saudi)',0,0,1597533363497467905,rezakaisar3
2022-11-29 10:09:48,b'Gol ke-1952 di Piala Dunia adalah Ziad Jaziri (Tunisia vs Arab Saudi)',0,0,1597533277044506624,rezakaisar3
2022-11-29 10:09:36,b'RT @resca_ayue25: \xf0\x9f\x93\xbaLIVE STREAMING PIALA DUNIA\n\xe2\x9a\xbd\xef\xb8\x8fWORLD CUP\n\nEKUADOR VS SENEGAL\nhttps://t.co/M2NYGqzA2U\n\nBELANDA VS QATAR\nhttps://t.co/R6NsVC\xe2\x80\xa6',0,127,1597533226599612417,mau100dollar
2022-11-29 10:09:28,"b'RT @dishub_aceh: \xe2\x80\x9cAnak laki-laki itu bisa melakukan apa saja, tetapi untuk menjadi bintang piala dunia anda harus mencapai final dan memena\xe2\x80\xa6'",0,24,1597533192012976128,Jakir68454189
2022-11-29 10:09:22,b'Gol ke-1951 di Piala Dunia adalah Fernando Torres (Spanyol vs Ukraina)',0,0,1597533166319046657,rezakaisar3
2022-11-29 10:09:09,"b'Tapi lebih baik kita niru Timnas Iran, 3 edisi piala dunia pelatihnya masih 1 Akhi Carlos heheh'",0,0,1597533113915097088,Takhul14
2022-11-29 10:09:08,"b'Timnas Ekuador vs Senegal Piala Dunia 2022: Meski Cedera, Enner Valencia Bertekad Ingin Bermain - https://t.co/l6LnzOjz5P\n\n#WorldcupQatar2022\n#Worldcup2022\n#viral\n#trending\n#barugajian\n#SiBiruBiru https://t.co/hpx1XUa290'",0,0,1597533107078430723,sangiang29
2022-11-29 10:09:03,b'RT @Muhammad_Saewad: Kenapa anda menolak menggunakan ban kapten LGBT?\n\nCR7 : \nSaya mengikuti aturan Qatar sebagai tuan rumah Piala Dunia 20\xe2\x80\xa6',0,86,1597533089521356801,elziwan_safri
2022-11-29 10:09:03,"b""RT @seanC37866888: Mantap euy! Ada Anies di menong menong. \n\nAda Spanduk 'Anies Baswedan For Presiden' di Piala Dunia 2022 Qatar\nhttps://t.\xe2\x80\xa6""",0,1,1597533086933483523,mavin1818
2022-11-29 10:08:57,b'RT @rmp_officials: Qatar sempat curhat ke Cak Imin soal gelaran Piala Dunia yang jadi sorotan karena beberapa aturan \n\n#CakImin #GusMuhaimi\xe2\x80\xa6',0,14,1597533062543585282,ardians69780475
2022-11-29 10:08:56,b'RT @vocketfc: Bola Rasmi Piala Dunia 2022 Sebenarnya Buatan Indonesia\nhttps://t.co/2BkYMuU3rd https://t.co/nbpIdjrpD9',0,12,1597533056394747904,Jumaidi80
2022-11-29 10:08:52,b'Gol ke-1950 di Piala Dunia adalah David Villa (Spanyol vs Ukraina)',0,0,1597533041274269696,rezakaisar3
2022-11-29 10:08:48,b'Menanti Iran Jadi Tim Pertama dari Asia yang Lolos ke Babak 16 Besar Piala Dunia https://t.co/l2i3W1uzSO',0,0,1597533026786893834,abatanews
2022-11-29 10:08:48,"b'RT @rmp_officials: Bagaimanapun, Qatar telah mewakili eksistensi negara Islam yang sukses menghelat gelaran Piala Dunia\n\n#CakImin #GusMuhai\xe2\x80\xa6'",0,5,1597533023406542848,ardians69780475
2022-11-29 10:08:45,b'RT @dishub_aceh: Transportasi umum terus memainkan peran penting saat mengangkut penggemar dan memastikan kemudahan akses ke stadion dan tu\xe2\x80\xa6',0,13,1597533011808948225,Jakir68454189
2022-11-29 10:08:44,b'Gol ke-1949 di Piala Dunia adalah David Villa (Spanyol vs Ukraina)',0,0,1597533008881651712,rezakaisar3
2022-11-29 10:08:42,"b'Neymar Pastikan Terus Berlaga di Piala Dunia 2022 Qatar, Berkat Teknologi NASA. KPJ\n\n#MNCTVNews #LintasiNews #MNCTV #beritabola #pialadunia2022 #Brazil #Neymar #WorldCupQatar  \n\nSelengkapnya \nhttps://t.co/mRy27tOqMm https://t.co/pyCEHTgyN5'",0,0,1597532997816700928,Lintas_MNCTV
2022-11-29 10:08:40,"b'Prediksi Tim Lolos 16 Besar Piala Dunia 2022, Ada Jagoan Kalian? - https://t.co/rGlffyes4v\n#PialaDunia2022Qatar #TimLolos16Besar https://t.co/u1aiE4IHD1'",0,0,1597532990279557122,OfficialGaluhID
2022-11-29 10:08:26,"b'Pertama Kalinya! Nonton Piala Dunia 2022 Dapat Bingkisan, Ternyata Ini Isinya https://t.co/1joidrew1i'",0,0,1597532933874765825,Aksaraintimes_
2022-11-29 10:08:25,b'Gol ke-1948 di Piala Dunia adalah Xabi Alonso (Spanyol vs Ukraina)',0,0,1597532929718353921,rezakaisar3
2022-11-29 10:08:24,b'RT @resca_ayue25: \xf0\x9f\x93\xbaLIVE STREAMING PIALA DUNIA\n\xe2\x9a\xbd\xef\xb8\x8fWORLD CUP\n\nEKUADOR VS SENEGAL\nhttps://t.co/M2NYGqzA2U\n\nBELANDA VS QATAR\nhttps://t.co/R6NsVC\xe2\x80\xa6',0,127,1597532925503115267,carlamaelucky
2022-11-29 10:08:00,b'Gol ke-1947 di Piala Dunia adalah Kak\xc3\xa1 (Brasil vs Kroasia)',0,0,1597532822197403649,rezakaisar3
2022-11-29 10:07:49,b'RT @panditfootball: Pertandingan Iran vs Amerika Serikat jadi menarik bukan hanya karena menentukan siapa yang akan lolos ke babak 16 besar\xe2\x80\xa6',0,20,1597532777787772930,ghifaripp
2022-11-29 10:07:48,b'\xf0\x9f\x91\x80 | Jeremie Frimpong menyadari minat Manchester United untuk mendatangkannya ke Old Trafford. Pembicaraan antara kedua pihak baru mungkin terjadi setelah Piala Dunia.\n\n#MUFC https://t.co/7xSHntHWfW',0,0,1597532773081751552,TheUtdID
2022-11-29 10:07:38,"b'RT @IFyou_611: \xf0\x9f\x87\xb5\xf0\x9f\x87\xb8 Berita Harian Brazil \xf0\x9f\x87\xa7\xf0\x9f\x87\xb7Globo: Ada 33 tim Piala Dunia, bukan 32, karena Palestina dan \xf0\x9f\x87\xb5\xf0\x9f\x87\xb8 benderanya ada di semua pertandin\xe2\x80\xa6'",0,18,1597532732112109569,maarif_1974
2022-11-29 10:07:34,"b'Negara negara dunia rata rata malah nunggu piala Asia atau piala dunia baru rame, karena minat nya jika sudah rame gitu tipikal orang nya'",0,0,1597532712784777230,MasDistya
2022-11-29 10:07:29,b'Stadion Piala dunia Qatar 2022 yang dibuat dari bahan bekas https://t.co/qlaz8Y77py Nia Ramadhani Mirip #SiBiruBiru Hobi #PrankGBK',0,0,1597532694535368709,harus_kamutahu
2022-11-29 10:07:29,b'Bukan Bepe! 5 Orang Indonesia Ini Pernah Main di Piala Dunia https://t.co/wRMpsKEa5n',0,0,1597532691620298752,cnbcindonesia
2022-11-29 10:07:28,b'RT @resca_ayue25: \xf0\x9f\x93\xbaLIVE STREAMING PIALA DUNIA\n\xe2\x9a\xbd\xef\xb8\x8fWORLD CUP\n\nEKUADOR VS SENEGAL\nhttps://t.co/M2NYGqzA2U\n\nBELANDA VS QATAR\nhttps://t.co/R6NsVC\xe2\x80\xa6',0,127,1597532688336171008,pecmenang
2022-11-29 10:07:25,"b'Prediksi Skor Belanda vs Qatar Piala Dunia 2022, H2H, dan Link Live Streaming TV Online Malam Ini\n \nhttps://t.co/bvLNerMa4W lewat @tribunkaltim #Belanda #Qatar #PialaDunia2022 #QatarWorldCup2022'",0,0,1597532677355151361,tribunkaltim
2022-11-29 10:07:13,b'RT @CNNIndonesia: PDIP Batal Gelar HUT di GBK karena Dipakai Persiapan Piala Dunia U-20 https://t.co/EUO0EdEfVr',0,10,1597532625811701760,beniazzura
2022-11-29 10:07:07,b'Prediksi Ekuador vs Senegal di Piala Dunia 2022: Saling Jegal Demi Tiket 16 Besar https://t.co/BiIyhgksPk',1,0,1597532600612294659,tvOneNews
2022-11-29 10:07:06,"b'RT @tempodotco: Sebagian Benar, Video Pendukung Asal Amerika Latin Masuk Islam Saat Datang Piala Dunia Qatar 2022 https://t.co/eJKCsP5vUt #\xe2\x80\xa6'",0,2,1597532597080719361,ILUIMUINU1
2022-11-29 10:07:05,"b'RT @PTPhapros: Siapa nih yang ngaku jago matematika? \nYuk Sobat, sambal nonton Piala Dunia 2022 coba #SeninKuis dari #PehaMin.\n\nHitung hasi\xe2\x80\xa6'",0,19,1597532590868951041,JesicaRahmadina
2022-11-29 10:06:54,"b""YES BCSI NYA DH UPDATE ALHAMDULILLAH ALLAHUAKBAR!! nanti update lagi, soalnya aku bingung banged ini piala dunia sangat tidak terduga. Nanti hari Jum'at ada match Jepang vs Spanyol, nonton ya guys! Di Sctv ada, atau aplikasi Vidio *teehee*""",0,0,1597532545142624257,wiidiwasa
2022-11-29 10:06:43,b'RT @medioclubID: Wouters:\n\n\xe2\x80\x9cIni adalah pola di acara kolektif. Demo yg didukung secara luas / sepak bola Piala Dunia seperti sekarang.\n\nIsu\xe2\x80\xa6',0,1,1597532501391859712,bonekmagang
2022-11-29 10:06:26,b'Gol ke-1946 di Piala Dunia adalah Ahn Jung-hwan (Korea Selatan vs Togo)',0,0,1597532429673459712,rezakaisar3
2022-11-29 10:06:16,b'RT @medioclubID: APA YANG TERJADI DI BRUSSELS?!\n\nDua hari lalu kota Brussels memanas. Situasi tsb muncul setelah timnas #BEL dikalahkan ole\xe2\x80\xa6',0,15,1597532387529084928,bonekmagang
2022-11-29 10:06:13,b'Gol ke-1945 di Piala Dunia adalah Lee Chun-soo (Korea Selatan vs Togo)',0,0,1597532374115684352,rezakaisar3
2022-11-29 10:06:11,"b'RT @detiksport: Kita lihat stadion Piala Dunia 2022 dari luar angkasa, yuk! Begini potret 8 stadion Qatar yang ditangkap oleh satelit penga\xe2\x80\xa6'",0,1,1597532364753629184,witta_boy
2022-11-29 10:06:00,b'@kegblgnunfaedh Semenjak piala dunia banyak ciwi\xc2\xb2 yg jadi MODELAN kek gini trus ada juga yg jadi PICK ME GIRL WKWKWKWK',0,0,1597532320474406912,aninnocentgurl
2022-11-29 10:05:54,b'Gol ke-1944 di Piala Dunia adalah Mohamed Kader (Korea Selatan vs Togo)',0,0,1597532293555703809,rezakaisar3
2022-11-29 10:05:50,b'RT @BetaKopites: \xe2\x9a\xbd GIVE AWAY\xe2\x9a\xbd\nHadiah 50rb untuk 2 org. Masing\xc2\xb2 25rb\n\nTebak Skor Piala Dunia\n\xf0\x9f\x87\xae\xf0\x9f\x87\xb7 Iran vs USA \xf0\x9f\x87\xba\xf0\x9f\x87\xb2\n\n1. Follow Betakopites\n2. Fol\xe2\x80\xa6',0,122,1597532277239873536,yeppo_ya
2022-11-29 10:05:32,b'Prinsip Islam melarang hubungan sesama jenis. https://t.co/0knW04dtAx',4,0,1597532201838858240,republikaonline
2022-11-29 10:05:29,"b'Kita lihat stadion Piala Dunia 2022 dari luar angkasa, yuk! Begini potret 8 stadion Qatar yang ditangkap oleh satelit pengamatan bumi.  https://t.co/pG2KJjcq3d'",0,1,1597532190354677760,detiksport
2022-11-29 10:05:17,b'Gol ke-1943 di Piala Dunia adalah Vincenzo Iaquinta (Italia vs Ghana)',0,0,1597532139616337920,rezakaisar3
2022-11-29 10:05:01,b'Gol ke-1942 di Piala Dunia adalah Andrea Pirlo (Italia vs Ghana)',0,0,1597532073426026496,rezakaisar3
2022-11-29 10:04:59,b'RT @detikcom: Pihak televisi pemerintah China disebut menyensor tayangan suporter Piala Dunia 2022 di stadion. Ini sebagai bentuk protes te\xe2\x80\xa6',0,5,1597532062680240134,AkbarYoso
2022-11-29 10:04:50,"b'@BRI_Liga1 @Balimulya @MafiaWasit Terlepas dia bermain banyak maupun sedikit,  tapi dia bagian dari skuad yang menjuarai Pildun saat itu, yaa dia mengangkat Piala Dunia.'",1,0,1597532025610985473,KholisDoang
2022-11-29 10:04:41,b'RT @Muhammad_Saewad: Kenapa anda menolak menggunakan ban kapten LGBT?\n\nCR7 : \nSaya mengikuti aturan Qatar sebagai tuan rumah Piala Dunia 20\xe2\x80\xa6',0,86,1597531988172607493,rizallahhati
2022-11-29 10:04:21,"b'Piala Dunia 2022 semakin seru aja nih, kita juga punya podcast ngebahas serba serbi Piala Dunia yang gak kalah serunya!\xf0\x9f\xa5\xb3\n\nTonton di channel IndiHome Batavia Studio jangan lupa like, comment dan subscribe ya Sobat!\n\n#AktivitasTanpaBatas \n#WorldCup2022 \n\nhttps://t.co/JK1zy4pX3c https://t.co/4kT9YhjmiD'",1,0,1597531905422786560,indihomejkt
2022-11-29 10:04:14,"b'RT @panditfootball: Selain itu, konflik politik yang terjadi di tahun 2020 juga membuat pertandingan ini jadi panas, yakni ketika Amerika m\xe2\x80\xa6'",0,1,1597531876243435522,Amet_twt
2022-11-29 10:04:12,b'Wales vs Inggris dalam Battle of Britain Piala Dunia Qatar 2022: Pembuktian Gareth Bale dan Harry Kane https://t.co/zsnoEBg4DA https://t.co/EFGyQNFPx8',0,0,1597531865455693824,pikiran_rakyat
2022-11-29 10:03:58,b'Brasil dan Portugal Pastikan Satu Tempat di Babak 16 Besar Piala Dunia 2022 https://t.co/kSWiOLgIkl',0,0,1597531809851793409,rrisingaraja
2022-11-29 10:03:57,b'Kalian yang mengikuti Piala dunia pasti gak asing dengan pemain dari Korea Selatan yang menggunakan topeng saat bertanding\xf0\x9f\x98\x8b\n\nHal tersebut bukan untuk fashion melainkan karena cedera kepala yang dialaminya pada Liga Champion awal November kemarin\xf0\x9f\x98\xb1\n\n#IndiHome #FIFAWorldCup2022 https://t.co/kLyq6RgpI1',0,0,1597531805867212800,telkomkti
2022-11-29 10:03:57,b'Gol ke-1939 di Piala Dunia adalah Jan Koller (Amerika Serikat vs Rep. Ceko)',0,0,1597531805292589057,rezakaisar3
2022-11-29 10:03:47,"b'Head to Head dan Jadwal Siaran Langsung Duel Timnas Belanda vs Qatar Matchday 3 Piala Dunia 2022, Live di SCTV https://t.co/vNgVGFYjeN \n\n#PialaDunia2022 \n#QatarWorldCup2022'",0,0,1597531761965092870,mantrasukabumi_
2022-11-29 10:03:42,b'ready vidio fifa world cup qatar \xf0\x9f\x92\xab\n\nsharing 2 user (anti limit) : 60k\nprivate : 110k\n\n\xf0\x9f\x93\x8c support all device\n\xf0\x9f\x93\x8c durasi 3 bulan\n\xf0\x9f\x93\x8c bisa nonton piala dunia\n\xf0\x9f\x93\x8c tidak inc plan diamond+platinum\n\n#zonauang 8',0,0,1597531741585276929,frappqe
2022-11-29 10:03:40,b'RT @Muhammad_Saewad: Kenapa anda menolak menggunakan ban kapten LGBT?\n\nCR7 : \nSaya mengikuti aturan Qatar sebagai tuan rumah Piala Dunia 20\xe2\x80\xa6',0,86,1597531734819876864,Utero2022
2022-11-29 10:03:29,b'5 Situasi Panas Iran Jelang Lawan AS di Piala Dunia 2022 https://t.co/q9fuw4QKdg',2,0,1597531685415157760,CNNIndonesia
2022-11-29 10:03:28,b'Gol ke-1938 di Piala Dunia adalah John Aloisi (Australia vs Jepang)',0,0,1597531682139418626,rezakaisar3
2022-11-29 10:03:19,b'Bagaimana tabel terlihat setelah matchday 2\xef\xb8\x8f\xe2\x83\xa3\n\n Siapa yang akan memenangkan Piala Dunia \xf0\x9f\x87\xab\xf0\x9f\x87\xb7 Prancis atau \xf0\x9f\x87\xa7\xf0\x9f\x87\xb7 Brasil ??? https://t.co/XbpuhrYkDs',0,0,1597531643287592960,david_epson_N
2022-11-29 10:03:14,b'Gol ke-1937 di Piala Dunia adalah Tim Cahill (Australia vs Jepang)',0,0,1597531622643204096,rezakaisar3
2022-11-29 10:03:12,"b'RT @modsya: Team Piala Dunia yang ada sedikit sentuhan Liga M:-\n\nArgentina (Pablo Aimar, asst coach)\n\nGhana (George Boateng, asst coach)\n\nA\xe2\x80\xa6'",0,10,1597531614879580160,ONELUQMANN
2022-11-29 10:03:12,b'\xf0\x9f\x8d\x8e JUAL APLIKASI PREMIUM \xf0\x9f\x8d\x8e\n\n\xf0\x9f\x8d\x9f VIDIO PIALA DUNIA 3 BLN\n\xe2\x80\xa2 ALL DEVICE \nShare 75k\nPriv 120k\n\xe2\x80\xa2MOBILE\nShare 55k\nPriv 100k\n\n\xf0\x9f\x8d\x9f VIU\n\xe2\x80\xa2 Sharing\n15k/bulan\n20k/6 bln\n\xe2\x80\xa2 Private Anti Limit\n25k/bln\n30k/3 bln\n\n\xf0\x9f\x8d\x9f YOUTUBE\n\xe2\x80\xa2 Fam\n10k/bln\n15k/2 bln\n\xe2\x80\xa2 Indiv\n35k/4bln\n45k/6bln\n\n\xf0\x9f\x8c\x9f3000+ Testi',0,0,1597531614308810752,mixlano
2022-11-29 10:03:08,b'Gol ke-1936 di Piala Dunia adalah Tim Cahill (Australia vs Jepang)',0,0,1597531598957981697,rezakaisar3
2022-11-29 10:03:02,"b'RT @tempodotco: Sebagian Benar, Video Pendukung Asal Amerika Latin Masuk Islam Saat Datang Piala Dunia Qatar 2022 https://t.co/eJKCsP5vUt #\xe2\x80\xa6'",0,2,1597531572424433666,WellToto
2022-11-29 10:02:59,"b'RT @modsya: Team Piala Dunia yang ada sedikit sentuhan Liga M:-\n\nArgentina (Pablo Aimar, asst coach)\n\nGhana (George Boateng, asst coach)\n\nA\xe2\x80\xa6'",0,10,1597531561041498112,nuexzynl
2022-11-29 10:02:51,b'\xf0\x9f\x8d\x8e JUAL APLIKASI PREMIUM \xf0\x9f\x8d\x8e\n\n\xf0\x9f\x8d\x9f VIDIO PIALA DUNIA 3 BLN\n\xe2\x80\xa2 ALL DEVICE \nShare 75k\nPriv 120k\n\xe2\x80\xa2MOBILE\nShare 55k\nPriv 100k\n\n\xf0\x9f\x8d\x9f VIU\n\xe2\x80\xa2 Sharing\n15k/bulan\n20k/6 bln\n\xe2\x80\xa2 Private Anti Limit\n25k/bln\n30k/3 bln\n\n\xf0\x9f\x8d\x9f YOUTUBE\n\xe2\x80\xa2 Fam\n10k/bln\n15k/2 bln\n\xe2\x80\xa2 Indiv\n35k/4bln\n45k/6bln\n\n\xf0\x9f\x8c\x9f3000+ Testi',0,0,1597531528690470912,mixlano
2022-11-29 10:02:48,b'Klik https://t.co/nYN12BJLSB Bola Gol Berita Terkini : Seperti apa ya pengaruh gejolak politik itu di pertandingan nanti? Yang pasti pertandingannya bakal seru. Kamu bisa baca ulasannya di sini:\n\nhttps://t.co/BOQdVm2kpm https://t.co/yX64XfXMmG',0,0,1597531515885428736,Bola_Gol89
2022-11-29 10:02:46,b'@TxtdariHI Gak perlu ikut nyinyir....\nLebih baik lo berfikir kapan lagu Indonesia raya di nyanyikan di piala dunia..',0,0,1597531506444238850,UjangSeven
2022-11-29 10:02:43,b'Exclusive dari Qatar: Mengintip Masjid Biru di Katara yang Ramai Dikunjungi Suporter Non-Muslim Piala Dunia 2022.',0,0,1597531494976724995,Mableo1Brien
2022-11-29 10:02:42,"b'Tak Terima Timnas Korea Selatan Kalah dari Ghana di Piala Dunia 2022, Son Heung-min Tolak Salaman dengan Pelatih Paulo Bento.'",0,0,1597531491004735491,Mableo1Brien
2022-11-29 10:02:42,"b'RT @bharianmy: PIALA DUNIA 2022 QATAR\n\xe2\x9d\x97\xef\xb8\x8f RABU, 30 NOVEMBER \xe2\x9d\x97\xef\xb8\x8f\n\n&gt; Kumpulan B\nIRAN lwn USA, 3pg\n\n&gt; Kumpulan B\nWALES lwn ENGLAND, 3pg\n\n&gt; Kumpu\xe2\x80\xa6'",0,5,1597531490006376448,bbberl
2022-11-29 10:02:42,"b'Piala Dunia Qatar 2022, Penuh Kontroversi Namun Tetap Dinanti.'",0,0,1597531487854895105,Mableo1Brien
2022-11-29 10:02:40,b'6 Tendangan Gol Salto ala Tsubasa di Piala Dunia',0,0,1597531482800766977,Mableo1Brien
2022-11-29 10:02:33,b'Gol ke-1935 di Piala Dunia adalah Shunsuke Nakamura (Australia vs Jepang)',0,0,1597531450710327297,rezakaisar3
2022-11-29 10:02:29,b'Seorang pria menerobos masuk lapangan pada pertandingan Portugal vs Ukraina. Ternyata penyusup pertama di Piala Dunia 2022 ini orang Italia.\nhttps://t.co/wCeRYD6rJU',0,0,1597531434075721729,liputan6dotcom
2022-11-29 10:02:27,b'RT @resca_ayue25: \xf0\x9f\x93\xbaLIVE STREAMING PIALA DUNIA\n\xe2\x9a\xbd\xef\xb8\x8fWORLD CUP\n\nEKUADOR VS SENEGAL\nhttps://t.co/M2NYGqzA2U\n\nBELANDA VS QATAR\nhttps://t.co/R6NsVC\xe2\x80\xa6',0,127,1597531426173620227,vyolra
2022-11-29 10:02:23,b'Jerman bertahan atau gugur dari Piala Dunia 2022\xe2\x9d\x93\n\n#WorldCup #FIFAWorldCup #PialaDunia2022  #GER',0,0,1597531410620829696,votingnesia
2022-11-29 10:02:18,b'RT @vocketfc: Bola Rasmi Piala Dunia 2022 Sebenarnya Buatan Indonesia\nhttps://t.co/2BkYMuU3rd https://t.co/nbpIdjrpD9',0,12,1597531389796438016,Me19Zull
2022-11-29 10:02:09,b'RT @Muhammad_Saewad: Kenapa anda menolak menggunakan ban kapten LGBT?\n\nCR7 : \nSaya mengikuti aturan Qatar sebagai tuan rumah Piala Dunia 20\xe2\x80\xa6',0,86,1597531353003982850,Betadin7
2022-11-29 10:02:07,"b'RT @bharianmy: PIALA DUNIA 2022 QATAR\n\xe2\x9d\x97\xef\xb8\x8f RABU, 30 NOVEMBER \xe2\x9d\x97\xef\xb8\x8f\n\n&gt; Kumpulan B\nIRAN lwn USA, 3pg\n\n&gt; Kumpulan B\nWALES lwn ENGLAND, 3pg\n\n&gt; Kumpu\xe2\x80\xa6'",0,5,1597531341528403968,rosejohari
2022-11-29 10:02:04,b'Gol ke-1934 di Piala Dunia adalah Pauleta (Angola vs Iran)',0,0,1597531328387612672,rezakaisar3
2022-11-29 10:02:02,b'RT @BetaKopites: \xe2\x9a\xbd GIVE AWAY\xe2\x9a\xbd\nHadiah 50rb untuk 2 org. Masing\xc2\xb2 25rb\n\nTebak Skor Piala Dunia\n\xf0\x9f\x87\xae\xf0\x9f\x87\xb7 Iran vs USA \xf0\x9f\x87\xba\xf0\x9f\x87\xb2\n\n1. Follow Betakopites\n2. Fol\xe2\x80\xa6',0,122,1597531322880516098,urmamm_
2022-11-29 10:01:45,b'RT @drzul_albakri: Saya tak pandai ulas tapi saya cuba\xe2\x80\xa6\n\nSaya merasa terharu kerana tidak menyangka sambutan masyarakat dunia yang hadir ke\xe2\x80\xa6',0,1033,1597531250948182018,Jumaidi80
2022-11-29 10:01:40,b'Gol ke-1933 di Piala Dunia adalah Sinha (Meksiko vs Iran)',0,0,1597531231608266752,rezakaisar3
2022-11-29 10:01:25,b'Gol ke-1932 di Piala Dunia adalah Omar Bravo (Meksiko vs Iran)',0,0,1597531166542004224,rezakaisar3
2022-11-29 10:01:24,b'RT @resca_ayue25: \xf0\x9f\x93\xbaLIVE STREAMING PIALA DUNIA\n\xe2\x9a\xbd\xef\xb8\x8fWORLD CUP\n\nEKUADOR VS SENEGAL\nhttps://t.co/M2NYGqzA2U\n\nBELANDA VS QATAR\nhttps://t.co/R6NsVC\xe2\x80\xa6',0,127,1597531164494876672,png_ulik
